,logFC,AveExpr,t,P.Value,adj.P.Val,B,threshold
263532_s_at,-0.224962069,6.784150608,-2.144091347,0.054127052,0.201255546,-4.069574728,FALSE
263802_at,-0.255688157,7.523404177,-2.144061606,0.054129889,0.201255546,-4.069620434,FALSE
262586_at,-0.366110048,4.570346807,-2.14378482,0.054156306,0.201320949,-4.07004578,FALSE
255906_at,0.2481796,5.115129746,2.143561825,0.054177598,0.201367281,-4.070388449,FALSE
246851_at,-0.177434326,2.507068973,-2.143213741,0.054210849,0.201458042,-4.070923309,FALSE
258974_at,-0.255348493,4.840324147,-2.142684638,0.054261429,0.201547455,-4.071736258,FALSE
245197_at,0.389584551,6.486347847,2.142660947,0.054263695,0.201547455,-4.071772655,FALSE
266789_at,-0.215868334,10.24039881,-2.142589587,0.05427052,0.201547455,-4.071882292,FALSE
254169_at,0.386976672,5.88881098,2.142579903,0.054271446,0.201547455,-4.071897169,FALSE
247320_at,-0.582903524,6.803133815,-2.142500012,0.054279089,0.201547455,-4.07201991,FALSE
252672_at,-0.240599431,2.803565353,-2.142183412,0.054309385,0.201582036,-4.072506302,FALSE
245677_at,-0.396725038,3.933501603,-2.142178206,0.054309883,0.201582036,-4.0725143,FALSE
267461_at,0.327068443,12.57885463,2.142125651,0.054314914,0.201582036,-4.072595037,FALSE
245237_at,0.270748969,4.326529648,2.141965956,0.054330203,0.201605976,-4.072840363,FALSE
251991_at,-0.27568736,8.515758398,-2.141618122,0.054363519,0.20169679,-4.073374685,FALSE
253623_at,-0.275501149,4.517232604,-2.141395252,0.054384876,0.201743212,-4.073717029,FALSE
254065_at,-0.282197424,2.758914885,-2.140982823,0.054424418,0.201857068,-4.074350509,FALSE
261083_at,-0.288803424,8.425590407,-2.140276781,0.054492173,0.202029071,-4.075434864,FALSE
261832_at,-0.31504702,7.196139204,-2.140273989,0.054492441,0.202029071,-4.075439152,FALSE
251635_at,-0.180396501,2.262901425,-2.140222727,0.054497364,0.202029071,-4.075517876,FALSE
256171_s_at,-0.297259777,2.880643155,-2.140087079,0.054510392,0.20204453,-4.075726189,FALSE
255719_at,-0.36368488,3.500885702,-2.139894581,0.054528885,0.202080237,-4.076021797,FALSE
258816_at,0.273597524,7.947504751,2.13956866,0.054560209,0.202143224,-4.076522273,FALSE
257619_at,0.276049808,5.069638766,2.139500004,0.054566809,0.202143224,-4.076627695,FALSE
259367_at,0.290533232,5.006345213,2.139441161,0.054572467,0.202143224,-4.076718049,FALSE
252148_at,0.521478692,3.29203079,2.139264972,0.054589411,0.202163641,-4.07698858,FALSE
252902_at,-0.213593142,5.610958208,-2.139121954,0.054603169,0.202163641,-4.077208174,FALSE
262113_at,-0.23313163,3.075437371,-2.139005455,0.054614378,0.202163641,-4.077387044,FALSE
252942_at,-0.307798648,8.117295283,-2.138927097,0.054621918,0.202163641,-4.077507351,FALSE
250603_at,-0.595498131,4.354197021,-2.138923197,0.054622294,0.202163641,-4.07751334,FALSE
256746_at,0.360912525,3.984600298,2.138818276,0.054632392,0.202168212,-4.077674429,FALSE
251369_at,-0.20843412,6.592190188,-2.138623269,0.054651165,0.20220488,-4.077973821,FALSE
257223_at,-0.280545897,3.092673543,-2.137990702,0.054712105,0.202397522,-4.078944923,FALSE
260919_at,-0.243500959,6.287374705,-2.137847293,0.05472593,0.202415836,-4.079165066,FALSE
253622_at,0.309041545,2.923895207,2.137599612,0.054749814,0.202471344,-4.079545258,FALSE
261198_at,-0.676168116,2.763281764,-2.13740805,0.054768293,0.202506851,-4.079839297,FALSE
256245_at,-0.30853849,10.8458784,-2.137222668,0.054786182,0.202540163,-4.08012384,FALSE
248381_at,0.425227308,6.361660942,2.136975372,0.054810053,0.202569384,-4.0805034,FALSE
256162_at,0.302906399,3.479585601,2.136930102,0.054814424,0.202569384,-4.080572881,FALSE
264305_at,-0.56454407,5.146907052,-2.136864824,0.054820728,0.202569384,-4.080673068,FALSE
262958_at,0.286029823,11.66546076,2.136522426,0.054853802,0.202627697,-4.081198555,FALSE
265870_at,0.51223554,6.006333699,2.136517525,0.054854276,0.202627697,-4.081206075,FALSE
261702_at,-0.232117429,4.122073855,-2.136249508,0.054880178,0.202690556,-4.081617385,FALSE
245296_at,0.820789492,5.458311875,2.136034924,0.054900925,0.202734355,-4.08194668,FALSE
251575_at,-0.55609212,6.435988723,-2.135654507,0.054937724,0.202837405,-4.082530425,FALSE
253179_at,-0.22159677,2.460677197,-2.135210596,0.054980694,0.202963204,-4.083211552,FALSE
253209_at,-0.274524746,3.111536544,-2.134654247,0.055034593,0.203112141,-4.08406512,FALSE
252029_s_at,-0.242665993,6.381731556,-2.134610339,0.055038849,0.203112141,-4.084132483,FALSE
245661_at,-0.315825639,4.350129665,-2.134335648,0.055065481,0.203155681,-4.084553887,FALSE
256915_at,-0.225164157,6.643819433,-2.134276728,0.055071195,0.203155681,-4.084644274,FALSE
263365_at,0.369321876,6.547344763,2.1342131,0.055077366,0.203155681,-4.084741882,FALSE
261310_at,-0.217544218,3.711384686,-2.134067311,0.055091509,0.203174991,-4.084965524,FALSE
255678_at,-0.32280047,4.419173408,-2.133720602,0.055125156,0.203266215,-4.085497356,FALSE
254296_at,-0.239216376,2.701067516,-2.133554852,0.055141248,0.20329269,-4.085751596,FALSE
258035_at,0.236893283,3.314879387,2.133353289,0.055160824,0.203331995,-4.086060756,FALSE
264875_at,-0.192380007,10.24348614,-2.133128579,0.055182655,0.203374247,-4.086405408,FALSE
254497_at,-0.253400008,2.712012395,-2.133029618,0.055192272,0.203374247,-4.086557186,FALSE
257225_s_at,-0.290622781,8.788827035,-2.132893542,0.055205498,0.203374247,-4.086765883,FALSE
252215_at,0.265211241,3.165266541,2.132868317,0.05520795,0.203374247,-4.08680457,FALSE
262829_at,0.320703689,2.904145198,2.132410141,0.055252507,0.203463405,-4.087507225,FALSE
255605_at,0.297128231,5.131486071,2.132328811,0.05526042,0.203463405,-4.087631946,FALSE
257443_at,-0.20306896,2.714209299,-2.132267098,0.055266425,0.203463405,-4.087726582,FALSE
259649_at,-0.304074054,5.782060397,-2.132252636,0.055267832,0.203463405,-4.08774876,FALSE
246344_at,0.661285954,5.254194696,2.13196128,0.055296192,0.203534957,-4.088195538,FALSE
250859_at,-0.315723619,3.159206944,-2.131800964,0.055311802,0.203545521,-4.088441363,FALSE
245061_at,-0.315650723,8.188989041,-2.131655181,0.055326001,0.203545521,-4.088664897,FALSE
262178_at,-0.309352666,3.286959185,-2.131592995,0.055332058,0.203545521,-4.088760248,FALSE
247907_at,0.225661251,7.25748531,2.131565307,0.055334756,0.203545521,-4.088802701,FALSE
259468_at,0.230589767,5.920752612,2.131293155,0.055361276,0.203610238,-4.089219979,FALSE
258444_at,0.342093882,7.757144126,2.131162167,0.055374044,0.203624366,-4.089420808,FALSE
267453_at,-0.282996929,2.70755273,-2.130949454,0.055394785,0.203667801,-4.089746929,FALSE
261318_at,-0.548080436,7.518021306,-2.130717277,0.055417432,0.203718229,-4.090102876,FALSE
251697_at,-0.160989985,2.820006943,-2.130096208,0.055478055,0.203908222,-4.091054953,FALSE
250544_at,-0.2319357,8.826693183,-2.129807509,0.055506256,0.203979007,-4.091497481,FALSE
259728_at,-0.297869808,3.292184503,-2.129538787,0.055532518,0.203997488,-4.091909366,FALSE
250021_at,0.283446171,5.917020374,2.129421671,0.055543967,0.203997488,-4.092088871,FALSE
246075_at,-0.280595828,3.602713024,-2.129421489,0.055543985,0.203997488,-4.092089149,FALSE
261216_at,0.285112954,5.347670186,2.129390058,0.055547058,0.203997488,-4.092137324,FALSE
256076_at,0.280563176,4.29237605,2.129113541,0.055574101,0.204063948,-4.092561124,FALSE
265205_at,-0.281468903,3.030831877,-2.12892026,0.055593011,0.204100528,-4.092857342,FALSE
251014_at,0.185009698,2.897365858,2.128630486,0.055621373,0.204125045,-4.093301421,FALSE
258501_at,-0.230011628,8.084139236,-2.128611291,0.055623252,0.204125045,-4.093330837,FALSE
256841_x_at,-0.305104629,2.653996761,-2.128577749,0.055626536,0.204125045,-4.093382239,FALSE
255080_at,0.366375074,9.588367601,2.128342056,0.055649616,0.204173438,-4.093743419,FALSE
256625_at,0.299549712,3.460639851,2.128093815,0.055673936,0.204173438,-4.094123809,FALSE
248021_at,0.305550128,7.435469709,2.127907018,0.055692242,0.204173438,-4.094410036,FALSE
263111_s_at,-0.258910681,4.255744306,-2.127883557,0.055694542,0.204173438,-4.094445984,FALSE
248915_at,-0.22644068,2.847899703,-2.127881735,0.05569472,0.204173438,-4.094448776,FALSE
247790_at,0.201186963,6.841338911,2.127835423,0.05569926,0.204173438,-4.094519738,FALSE
252758_at,-0.208130788,2.47995874,-2.127757557,0.055706893,0.204173438,-4.094639047,FALSE
248051_at,-0.215671289,3.066605332,-2.12771229,0.055711332,0.204173438,-4.094708405,FALSE
257169_at,-0.221367768,7.609686294,-2.127552855,0.055726966,0.204197927,-4.094952688,FALSE
264706_at,-0.23478476,2.418559101,-2.127375099,0.055744402,0.204199941,-4.095225034,FALSE
259206_at,-0.19585161,2.556314674,-2.127364719,0.05574542,0.204199941,-4.095240938,FALSE
265489_at,-0.200556199,2.475480412,-2.127233022,0.055758342,0.204205861,-4.09544271,FALSE
257821_at,-0.289174496,2.641407155,-2.12712072,0.055769363,0.204205861,-4.095614762,FALSE
247613_at,-0.285450905,2.935963511,-2.127074553,0.055773894,0.204205861,-4.09568549,FALSE
247751_at,0.423626355,3.627006068,2.126689495,0.0558117,0.204311488,-4.096275388,FALSE
250037_at,0.210140838,3.032542576,2.126151135,0.055864599,0.20447232,-4.09710007,FALSE
260902_at,0.643985564,6.309809146,2.125782838,0.055900814,0.204545291,-4.097664194,FALSE
261175_at,-0.450309225,3.910642436,-2.125766004,0.05590247,0.204545291,-4.097689978,FALSE
255787_at,-0.260810482,7.42684156,-2.125501454,0.055928499,0.204607707,-4.098095167,FALSE
246099_at,-0.737788159,6.924461321,-2.12510262,0.05596776,0.204718508,-4.098705991,FALSE
252512_at,0.309820679,5.066451097,2.12486932,0.055990739,0.204750586,-4.099063275,FALSE
261444_at,-0.353768014,7.035698168,-2.124831314,0.055994483,0.204750586,-4.099121476,FALSE
264697_at,0.50535002,4.294681764,2.12415097,0.056061547,0.204962957,-4.100163282,FALSE
258103_at,0.433316915,2.980210275,2.124056832,0.056070833,0.204964053,-4.100307425,FALSE
249790_at,0.380534556,5.674504248,2.123846629,0.056091572,0.205007009,-4.100629274,FALSE
257409_at,-0.2530885,2.721838253,-2.123698629,0.056106178,0.205023726,-4.100855876,FALSE
254807_at,0.354377831,3.175258509,2.123618149,0.056114122,0.205023726,-4.100979095,FALSE
266273_at,0.187645584,2.614457222,2.123384017,0.056137239,0.205060306,-4.101337554,FALSE
260675_at,0.245753533,6.823722501,2.123334662,0.056142113,0.205060306,-4.101413115,FALSE
246885_at,-0.675998635,4.831159885,-2.123148222,0.05616053,0.205069627,-4.101698543,FALSE
256272_at,0.33170236,6.407243885,2.1231268,0.056162646,0.205069627,-4.101731338,FALSE
262155_at,-0.290191529,8.754815106,-2.122832565,0.056191723,0.205133778,-4.102181773,FALSE
264649_at,0.422990924,6.166425896,2.122767025,0.056198201,0.205133778,-4.102282102,FALSE
264481_at,-0.321038775,3.921370849,-2.122425429,0.05623198,0.205224234,-4.102805001,FALSE
255311_at,-0.29559803,2.446341141,-2.122175181,0.056256738,0.205256759,-4.103188048,FALSE
253086_at,-0.19324786,2.333035127,-2.12215344,0.056258889,0.205256759,-4.103221326,FALSE
267088_at,-0.306609727,6.531097071,-2.121628405,0.056310867,0.205413543,-4.104024921,FALSE
258739_s_at,0.571755189,4.736670155,2.121143066,0.056358956,0.20555609,-4.104767689,FALSE
249774_at,-0.334790951,3.066071221,-2.120860208,0.056387,0.205595667,-4.105200546,FALSE
253626_at,0.393854254,5.897282421,2.120851801,0.056387834,0.205595667,-4.10521341,FALSE
256173_at,-0.20341148,8.256188831,-2.120611581,0.056411661,0.205620586,-4.105581,FALSE
251359_at,-0.282131736,3.682483202,-2.120483457,0.056424374,0.205620586,-4.105777052,FALSE
263128_at,-0.31693967,6.771144645,-2.120430253,0.056429654,0.205620586,-4.105858463,FALSE
264472_at,0.419737592,5.515193132,2.120384465,0.056434198,0.205620586,-4.105928524,FALSE
266613_at,-0.852852527,10.79651917,-2.120328617,0.056439741,0.205620586,-4.106013978,FALSE
259366_at,0.349406042,7.695824073,2.119960059,0.056476334,0.205721044,-4.106577893,FALSE
266845_at,0.279267431,6.330309091,2.119762486,0.056495959,0.205759673,-4.106880175,FALSE
263428_at,-0.199115629,7.717297502,-2.119568365,0.056515248,0.205781569,-4.107177164,FALSE
250620_at,-0.373705398,3.010417186,-2.119515612,0.056520491,0.205781569,-4.10725787,FALSE
266918_at,-0.250493143,2.73675649,-2.119340307,0.056537917,0.205781569,-4.10752606,FALSE
266913_at,0.29735475,3.185304067,2.118982288,0.056573522,0.205781569,-4.108073749,FALSE
256937_at,0.507186063,8.045402275,2.11897091,0.056574654,0.205781569,-4.108091154,FALSE
264671_at,-0.248882448,7.51251794,-2.118962638,0.056575477,0.205781569,-4.108103808,FALSE
257708_at,0.555317826,6.593726855,2.118868422,0.05658485,0.205781569,-4.10824793,FALSE
246557_at,0.348533948,2.739449092,2.118859733,0.056585715,0.205781569,-4.108261222,FALSE
256087_at,-0.290564133,3.215848074,-2.118833633,0.056588312,0.205781569,-4.108301147,FALSE
250373_at,-0.256894322,2.732862338,-2.118709369,0.056600678,0.205781569,-4.108491229,FALSE
254005_at,-0.244437119,3.058525959,-2.118608592,0.056610708,0.205781569,-4.10864538,FALSE
254482_at,-0.247414945,3.007233468,-2.11860292,0.056611273,0.205781569,-4.108654057,FALSE
262717_s_at,0.199201542,2.758404479,2.118522768,0.056619252,0.205781569,-4.108776658,FALSE
267572_at,-0.196154315,3.396045712,-2.118272513,0.056644171,0.205839339,-4.109159436,FALSE
255045_at,-0.202326052,2.680155529,-2.117453787,0.056725767,0.206044712,-4.1104116,FALSE
254250_at,-0.195035693,2.260720767,-2.117342995,0.056736818,0.206044712,-4.110581031,FALSE
265626_at,-0.220737873,8.505122749,-2.1172993,0.056741176,0.206044712,-4.110647851,FALSE
249734_at,0.301373582,5.453596768,2.117293795,0.056741725,0.206044712,-4.11065627,FALSE
251049_at,-0.340524626,3.926364141,-2.117252432,0.056745852,0.206044712,-4.110719524,FALSE
246294_at,-0.322068502,8.547886321,-2.116899933,0.056781029,0.206139625,-4.111258558,FALSE
250108_at,-0.328411896,4.447604178,-2.1167892,0.056792083,0.206146948,-4.111427882,FALSE
248603_at,0.234355761,3.993877158,2.116617286,0.05680925,0.206154864,-4.11169075,FALSE
262770_at,-0.233663833,6.668597732,-2.116586343,0.05681234,0.206154864,-4.111738063,FALSE
258110_at,-0.246215634,9.034286864,-2.116187785,0.056852159,0.206241093,-4.11234745,FALSE
253855_at,-0.403908896,5.730866357,-2.116167494,0.056854187,0.206241093,-4.112378474,FALSE
253964_at,-0.254652112,9.424385445,-2.116007397,0.056870189,0.206266341,-4.112623246,FALSE
257972_at,-0.253088997,7.439569313,-2.115810142,0.056889912,0.206269023,-4.112924818,FALSE
247669_at,0.365076859,5.57643851,2.115783316,0.056892595,0.206269023,-4.112965829,FALSE
266955_at,-0.236546078,8.871067453,-2.115728694,0.056898058,0.206269023,-4.113049336,FALSE
264231_at,-0.264228469,2.628821617,-2.115488385,0.056922097,0.206323381,-4.11341671,FALSE
246550_at,-0.569292311,11.11075243,-2.115374047,0.056933538,0.206332064,-4.1135915,FALSE
254314_at,-0.649366076,4.266149731,-2.115239184,0.056947036,0.206338535,-4.113797661,FALSE
245783_s_at,-0.409879617,3.635972634,-2.115175452,0.056953416,0.206338535,-4.113895084,FALSE
248854_at,-0.298810315,4.332512682,-2.114978444,0.056973141,0.206377219,-4.114196231,FALSE
266306_at,-0.255663686,6.411540845,-2.114484683,0.057022607,0.206523604,-4.114950948,FALSE
263651_at,0.259155369,7.504437325,2.113933212,0.057077901,0.206691051,-4.115793792,FALSE
256048_at,-0.174028384,3.069846504,-2.113387292,0.057132689,0.206752534,-4.116628066,FALSE
259214_at,-0.254062325,7.191853406,-2.113324846,0.057138959,0.206752534,-4.11672349,FALSE
255720_at,-0.534786503,3.66239131,-2.113306574,0.057140794,0.206752534,-4.116751411,FALSE
259703_at,-0.226343114,2.646185112,-2.113286234,0.057142837,0.206752534,-4.116782493,FALSE
260958_at,-0.316675033,8.303784323,-2.113273899,0.057144075,0.206752534,-4.116801341,FALSE
250884_at,-0.186738734,5.510120017,-2.11321422,0.057150069,0.206752534,-4.116892536,FALSE
250342_at,0.397227131,5.103971125,2.113125241,0.057159006,0.206752534,-4.117028501,FALSE
253481_at,0.360953644,7.558499267,2.11304175,0.057167393,0.206752534,-4.117156078,FALSE
245340_at,0.199776059,8.579778836,2.112758069,0.057195899,0.206822836,-4.117589536,FALSE
259591_at,-0.346189983,8.217220329,-2.112369921,0.057234924,0.206925854,-4.11818258,FALSE
257271_at,-0.347562684,3.501455008,-2.112294283,0.057242531,0.206925854,-4.118298141,FALSE
253519_at,-0.317897901,7.206488675,-2.11201997,0.05727013,0.206992815,-4.118717227,FALSE
254685_at,-0.610332213,3.564140068,-2.111756431,0.057296656,0.207041766,-4.119119832,FALSE
245036_at,0.266435094,3.090591637,2.111548121,0.057317631,0.207041766,-4.11943805,FALSE
262453_at,-0.292314126,7.626027131,-2.111513676,0.0573211,0.207041766,-4.119490668,FALSE
251131_at,0.253649718,3.044607148,2.111299768,0.057342648,0.207041766,-4.119817422,FALSE
263726_at,-0.527490188,3.55354232,-2.111246297,0.057348035,0.207041766,-4.1198991,FALSE
259898_at,0.44539084,3.849832143,2.111242581,0.05734841,0.207041766,-4.119904777,FALSE
251584_at,-0.351594178,3.803121471,-2.111150462,0.057357693,0.207041766,-4.120045488,FALSE
258179_at,0.442971414,5.791890446,2.111060873,0.057366722,0.207041766,-4.120182331,FALSE
251283_at,-0.262107324,8.584608632,-2.11099385,0.057373477,0.207041766,-4.120284704,FALSE
249670_at,-0.268175752,2.775416544,-2.110984288,0.057374441,0.207041766,-4.120299309,FALSE
267339_at,0.355306033,7.081188851,2.110884268,0.057384524,0.207045398,-4.120452081,FALSE
261931_at,0.336179927,3.653574673,2.110594671,0.057413729,0.207118007,-4.120894399,FALSE
267077_at,0.486204432,8.135897958,2.11042736,0.057430608,0.207129367,-4.121149931,FALSE
253631_at,0.251520378,8.341731127,2.110383442,0.057435039,0.207129367,-4.121217005,FALSE
261424_at,0.230152943,7.820465455,2.109978955,0.057475867,0.20724384,-4.121834735,FALSE
257045_at,-0.270719361,3.105174595,-2.109755593,0.057498425,0.207245772,-4.122175832,FALSE
251975_at,-0.415607558,8.646188113,-2.109732363,0.057500771,0.207245772,-4.122211305,FALSE
262945_at,-0.32756686,5.017222925,-2.109685115,0.057505544,0.207245772,-4.122283455,FALSE
249961_at,0.294604999,4.456837799,2.109613829,0.057512746,0.207245772,-4.122392313,FALSE
251406_at,-0.228259253,7.901928252,-2.109230995,0.057551437,0.207352437,-4.12297689,FALSE
247518_at,-0.281893231,2.94514184,-2.109111428,0.057563526,0.207363239,-4.123159457,FALSE
257980_at,-0.23418126,2.972186762,-2.108971193,0.057577708,0.207381575,-4.123373577,FALSE
263253_at,0.246499127,6.297339857,2.108764442,0.057598622,0.207400485,-4.123689248,FALSE
257847_at,-0.196784968,2.725994433,-2.108721006,0.057603017,0.207400485,-4.123755565,FALSE
252317_at,-0.182684766,2.540399961,-2.108649671,0.057610235,0.207400485,-4.123864476,FALSE
257118_at,-0.235130442,2.394646075,-2.108109712,0.057664901,0.207536456,-4.124688816,FALSE
257289_at,-0.169566809,2.896819091,-2.108004935,0.057675514,0.207536456,-4.124848767,FALSE
261339_at,-0.193759082,2.625166216,-2.107853023,0.057690905,0.207536456,-4.125080666,FALSE
267358_at,0.335646525,6.803214604,2.107813177,0.057694942,0.207536456,-4.125141492,FALSE
247217_s_at,-0.188346165,4.99760721,-2.107714207,0.057704972,0.207536456,-4.12529257,FALSE
248056_at,0.264932686,7.123395645,2.107627151,0.057713796,0.207536456,-4.125425458,FALSE
260243_at,0.419813111,7.073350814,2.107512042,0.057725465,0.207536456,-4.125601163,FALSE
265009_at,-0.259734366,2.640468757,-2.107396224,0.057737208,0.207536456,-4.125777949,FALSE
245423_at,-0.269736636,4.619511502,-2.107358481,0.057741036,0.207536456,-4.12583556,FALSE
251771_at,0.239023729,3.372512235,2.107266766,0.057750337,0.207536456,-4.125975549,FALSE
259132_at,0.264712027,3.514593712,2.107137446,0.057763455,0.207536456,-4.126172935,FALSE
255874_at,0.364293459,4.093888322,2.107126772,0.057764538,0.207536456,-4.126189226,FALSE
260641_at,-0.234103996,5.808350141,-2.106781051,0.057799621,0.207536456,-4.126716886,FALSE
253052_at,-0.458815313,4.659617681,-2.106759674,0.057801791,0.207536456,-4.126749511,FALSE
255335_at,-0.181515746,2.118640117,-2.106752836,0.057802485,0.207536456,-4.126759948,FALSE
266895_at,0.286068712,4.042732732,2.106749398,0.057802834,0.207536456,-4.126765194,FALSE
265570_at,0.601608281,5.763927783,2.106719982,0.057805821,0.207536456,-4.12681009,FALSE
251247_at,-0.286008833,6.628901558,-2.106661309,0.057811777,0.207536456,-4.126899636,FALSE
254607_at,-0.22253838,2.624212877,-2.106568174,0.057821234,0.20753774,-4.127041774,FALSE
246686_at,-0.304226146,3.310603428,-2.10640492,0.057837813,0.207564588,-4.127290919,FALSE
253533_at,0.345034319,5.17424693,2.106104112,0.057868374,0.207600876,-4.12774997,FALSE
253571_at,0.398633708,3.907295183,2.106064506,0.057872399,0.207600876,-4.127810409,FALSE
247025_at,-0.186756073,6.585818913,-2.106036661,0.057875229,0.207600876,-4.1278529,FALSE
245251_at,0.298110922,6.25818958,2.105750799,0.057904288,0.207640595,-4.128289111,FALSE
245223_at,-0.277944407,2.542246968,-2.105673843,0.057912114,0.207640595,-4.128406538,FALSE
266741_s_at,-0.350183636,2.923296727,-2.105543631,0.057925357,0.207640595,-4.128605224,FALSE
255270_at,-0.191936052,2.388863715,-2.105494818,0.057930322,0.207640595,-4.128679705,FALSE
262304_at,-0.45181505,10.5934881,-2.105411664,0.057938781,0.207640595,-4.128806583,FALSE
251335_at,-0.344277687,3.10892421,-2.105390642,0.05794092,0.207640595,-4.128838659,FALSE
265894_at,-0.536820776,7.181774073,-2.105189404,0.057961398,0.207675951,-4.129145703,FALSE
263619_at,0.374857467,4.486754055,2.105084125,0.057972113,0.207675951,-4.12930633,FALSE
251541_at,0.304442044,6.504702366,2.105018553,0.057978788,0.207675951,-4.129406374,FALSE
247216_at,0.275930505,4.617390179,2.10493589,0.057987204,0.207675951,-4.129532491,FALSE
260990_at,-0.257959084,3.192798572,-2.10464269,0.058017064,0.207734941,-4.129979806,FALSE
255763_at,-0.420253587,4.066986554,-2.1044541,0.058036278,0.207734941,-4.13026751,FALSE
249177_at,-0.202765261,9.80508918,-2.104378415,0.058043991,0.207734941,-4.13038297,FALSE
258769_at,-0.255539945,3.202684,-2.104340358,0.05804787,0.207734941,-4.130441025,FALSE
257664_at,-0.326973609,2.969192081,-2.104278339,0.058054191,0.207734941,-4.130535635,FALSE
264901_at,-0.577278258,5.912406536,-2.104237843,0.058058319,0.207734941,-4.13059741,FALSE
244945_at,0.703372016,4.436548739,2.104004688,0.05808209,0.207775361,-4.130953073,FALSE
257312_at,-0.320771273,3.693398012,-2.103948366,0.058087833,0.207775361,-4.131038987,FALSE
252179_at,-0.19523289,3.586596879,-2.10375198,0.058107865,0.207814424,-4.131338544,FALSE
253923_at,0.314957177,5.507069422,2.103420036,0.058141738,0.207902969,-4.131844851,FALSE
245513_at,-0.168508805,9.338477483,-2.103163737,0.058167904,0.207963934,-4.132235757,FALSE
259205_at,-0.261011438,6.320569293,-2.102890294,0.058195834,0.20803118,-4.132652788,FALSE
259076_at,-0.330818158,6.07255407,-2.102763167,0.058208822,0.208045008,-4.132846664,FALSE
245032_at,-0.327365671,3.114124062,-2.102609053,0.058224572,0.208068697,-4.133081691,FALSE
263439_at,0.30368046,4.346193561,2.10240835,0.058245089,0.208109412,-4.133387755,FALSE
263339_at,-0.191656772,2.102387093,-2.102110681,0.058275532,0.208185572,-4.133841669,FALSE
261020_at,0.533813114,2.957385904,2.101702314,0.058317319,0.208302231,-4.134464341,FALSE
245307_at,-0.278065329,7.220276148,-2.101480502,0.058340028,0.208332157,-4.134802536,FALSE
250266_at,-0.237141416,2.5121063,-2.101442069,0.058343964,0.208332157,-4.134861134,FALSE
246357_x_at,-0.442347806,3.62957452,-2.101275242,0.05836105,0.208360551,-4.135115483,FALSE
265838_at,-0.258867518,2.757812016,-2.100821753,0.058407521,0.208493826,-4.135806844,FALSE
255063_at,-0.277741629,2.559385733,-2.100678008,0.058422258,0.20849522,-4.136025975,FALSE
265848_at,-0.190918963,2.77445715,-2.10058849,0.058431438,0.20849522,-4.136162438,FALSE
261441_at,-0.474754935,4.396917792,-2.100550506,0.058435333,0.20849522,-4.136220341,FALSE
245166_at,0.51442024,5.099742678,2.100398067,0.058450969,0.208518391,-4.136452714,FALSE
253033_at,0.168999413,8.182414028,2.100161174,0.058475275,0.20857248,-4.136813812,FALSE
251526_at,-0.201478593,7.926859677,-2.100034264,0.0584883,0.208586322,-4.137007256,FALSE
246946_at,-0.363986138,6.663296931,-2.09943342,0.058550004,0.208773736,-4.137923033,FALSE
264910_at,-0.223810234,6.400188095,-2.099253895,0.058568452,0.208806876,-4.138196635,FALSE
258097_at,0.381643458,4.616058805,2.099064073,0.058587965,0.208843799,-4.138485922,FALSE
251234_s_at,0.388425354,7.01662148,2.098842625,0.058610736,0.208892325,-4.138823391,FALSE
250490_at,0.448826259,5.744043537,2.09849819,0.05864617,0.208972554,-4.139348254,FALSE
255323_at,-0.193269186,2.35731157,-2.098445723,0.058651569,0.208972554,-4.139428202,FALSE
265988_at,-0.24130078,2.671927657,-2.09833745,0.058662713,0.208979615,-4.139593184,FALSE
265180_at,-0.193489162,2.490288998,-2.098065529,0.058690709,0.209046699,-4.14000751,FALSE
252471_at,0.241836673,6.268979139,2.097793118,0.058718767,0.209075393,-4.140422562,FALSE
257102_at,-0.253143159,2.652574525,-2.097724624,0.058725824,0.209075393,-4.140526918,FALSE
245725_at,0.655724178,4.184137089,2.097720373,0.058726262,0.209075393,-4.140533395,FALSE
256837_at,-0.287054073,3.679896159,-2.09746677,0.058752398,0.2091358,-4.140919764,FALSE
266445_at,0.188091832,6.371029141,2.097145491,0.058785525,0.209210222,-4.141409212,FALSE
253278_at,-0.288652582,2.918747943,-2.09708611,0.058791649,0.209210222,-4.141499673,FALSE
250519_at,-0.195533967,3.000673478,-2.096972823,0.058803335,0.209219167,-4.141672249,FALSE
248240_at,-0.221209559,3.000743286,-2.096773792,0.058823872,0.209235002,-4.141975435,FALSE
251643_at,-0.314905788,7.658293351,-2.096751892,0.058826132,0.209235002,-4.142008795,FALSE
263914_at,-0.32464067,5.498737066,-2.095765762,0.058927985,0.2095646,-4.143510799,FALSE
245990_at,0.29376916,4.017699455,2.095616798,0.058943385,0.209586691,-4.143737665,FALSE
245430_at,-0.276007037,6.633064236,-2.095372165,0.058968685,0.209612746,-4.144110219,FALSE
251987_at,-0.412378173,4.768934612,-2.095368224,0.058969092,0.209612746,-4.14411622,FALSE
252028_at,-0.251328106,2.732952782,-2.095244666,0.058981874,0.209625514,-4.144304381,FALSE
246352_at,-0.217311566,3.234584252,-2.095061484,0.059000829,0.209660212,-4.14458333,FALSE
262812_at,-0.222590077,2.620672049,-2.094735346,0.05903459,0.209705229,-4.14507995,FALSE
255930_at,-0.357322771,2.930037639,-2.094707096,0.059037515,0.209705229,-4.145122965,FALSE
