Affymetrix-ID	FC_front.CEL	FC_rear.CEL	FS_front.CEL	FS_rear.CEL	GS_front.CEL	GS_rear.CEL	Ensembl-ID
267567_at	3.800462112	3.865869843	3.503195092	3.835386115	4.181114092	4.205651014	AT2G30770
267566_at	3.117671745	3.337078173	3.234235224	3.310526683	3.520140527	3.413282886	AT2G30760
267565_at	3.228543615	3.107830211	3.465659228	2.998051686	3.889661281	4.033536361	AT2G30750
267564_at	8.491373559	8.657960271	8.417881095	8.485545652	8.510197544	8.386076806	AT2G30740
267563_at	3.775660629	3.779913429	3.821947858	3.592623827	3.817252943	3.897395324	AT2G30730
267562_at	8.088906025	7.939682352	7.988532105	8.205241426	8.052589245	8.0675955	AT2G39670
267561_at	6.806583254	6.476327509	6.877622898	6.93183248	6.975181046	6.685498305	AT2G45590
267560_at	4.772111515	4.833811358	4.53227869	4.800665006	4.652233047	4.782809194	AT2G45580
267559_at	4.068772519	4.11233859	3.924189955	4.173386821	5.105577076	4.890207403	AT2G45570
267558_at	9.12964392	9.088695775	9.050343228	8.895747254	9.218041496	9.060856881	AT2G32700
267557_at	6.852309825	6.892001423	6.707029299	6.707629828	6.751996852	6.971801581	AT2G32710
267556_at	8.393576831	8.445042893	8.506385112	8.629138394	8.407026174	8.455067058	AT2G32810
267555_at	7.06423201	7.316773509	7.149648576	7.28315111	6.805714635	6.884589555	AT2G32765
267554_at	4.345251482	4.572296839	4.229826171	3.969231214	3.626870038	4.056392152	AT2G32790
267553_s_at	7.758674923	7.762965476	7.995562896	8.204019263	7.480834857	7.925168857	AT2G32180 /// AT2G32650
267552_at	3.924138969	3.912262061	3.826254303	3.895367973	3.712241517	3.689463038	AT2G32770
267551_at	3.738671216	3.560716379	4.022970611	3.630198445	3.569099651	3.808700781	AT2G32780
267550_at	4.912645066	5.242046069	5.475101981	5.648010396	5.178441581	5.066737993	AT2G32800
267549_at	3.976444035	3.963849178	4.081027297	4.339518978	4.134117874	4.244457254	AT2G32640
267548_at	6.37461215	5.996008622	6.491790823	6.332319922	6.83639371	6.01784356	AT2G32660
267547_at	5.521803283	5.764985337	5.750338927	5.594576808	5.985047671	5.748734863	AT2G32670
267546_at	4.01884767	4.012573442	3.905039466	3.983547205	3.930720395	4.130198413	AT2G32680
267545_at	3.938578476	3.87228053	3.613065325	3.638287851	3.649786421	3.962382001	AT2G32690
267544_at	7.611521346	7.663173644	7.798353666	7.930049725	8.134120271	7.909673362	AT2G32720
267543_at	8.9956747	9.263480738	8.974739215	9.068056976	9.248223198	9.16095951	AT2G32730
267542_at	3.275235459	3.267054523	3.190462962	3.097430541	3.225105249	3.296166151	AT2G32740
267541_at	3.43002873	3.113665559	3.256082814	3.455420046	3.436629649	3.441071886	AT2G32750
267540_at	6.882693427	6.769180303	6.801064256	6.813336688	6.696924384	6.632051756	AT2G32760
267539_at	9.950602507	9.757776295	9.719746635	9.592108618	9.762898165	9.487360004	AT2G42030
267538_at	5.40579066	5.561828734	5.215566897	5.022046327	4.687360849	5.205570062	AT2G41870
267537_at	8.104968798	8.196372206	8.176160451	8.323631471	8.382422623	8.49830763	AT2G41880
267536_at	8.571195905	8.493415596	8.80079187	8.73948646	9.000792628	8.640570073	AT2G42010
267535_at	3.909839829	4.177660268	3.996630396	4.117362437	3.892419651	4.117362437	AT2G41940
267534_at	9.205570886	8.989599707	8.816628576	8.672680665	8.676580591	8.472355627	AT2G41900
267533_at	8.660935643	8.312326548	8.39721007	8.456372648	8.579206352	8.301518761	AT2G42070
267532_at	8.166564598	7.95978801	8.115883988	8.058067236	7.615370888	7.786426871	AT2G42040
267531_at	3.116225026	2.951637097	2.852077863	2.796058191	2.853925055	2.782935529	AT2G41860
267530_at	9.135660632	8.879451579	8.996513784	8.915893088	8.4312515	8.356360054	AT2G41890
267529_at	7.276187465	8.05067408	7.669523659	7.934209166	8.329587281	8.398480254	AT2G45490
267528_at	2.941957342	3.060896992	2.808094829	2.75920301	2.808066699	2.876983	AT2G45650
267527_at	3.886124491	3.794082004	3.668123103	3.536040449	3.653138101	3.788481642	AT2G45610
267526_at	8.315488203	8.183097456	8.085536467	7.848610704	5.968154629	6.288740728	AT2G30570
267525_at	5.556059129	6.126256598	5.509461398	5.645009786	5.553670888	5.846047097	AT2G30560
267524_at	6.994816375	7.024650414	6.751067331	6.858431211	7.474082045	7.374174183	AT2G30600
267523_at	7.627086677	7.311240749	7.754479845	7.708223171	8.312584329	8.141693009	AT2G30600
267522_at	3.566131832	3.756354004	3.629512204	3.540040231	3.671296794	3.578792729	AT2G30430
267521_at	4.746842343	4.394431634	4.517730507	4.715393703	4.230914783	4.439499942	AT2G30480
267520_at	7.140948593	7.044780278	7.323190883	7.311815171	7.076665725	7.132964599	AT2G30460
267519_at	7.062209255	7.024723523	7.109807297	6.95638103	6.669689772	6.774315513	AT2G30470
267518_at	8.479943443	8.455467988	8.785760723	8.750091624	9.347427297	8.93803982	AT2G30500
267517_at	6.114101948	5.227082503	5.804609534	5.188800818	4.419973886	4.139009738	AT2G30520
267516_at	4.78417942	4.59026551	4.569581885	4.587978133	4.185114642	4.012778225	AT2G30520
267515_at	7.031390718	7.007669225	6.751137456	6.259751427	6.183141324	6.063722284	AT2G45680
267514_at	5.018315669	5.022385057	5.036208131	4.885044815	5.157469924	5.081785661	AT2G45630
267513_at	10.05973336	10.00423898	9.642436844	9.620421813	9.434225328	9.588661223	AT2G45620
267512_at	7.066740962	6.94345481	7.08699388	7.091591798	7.349352334	7.11988642	AT2G45690
267511_at	8.056407005	7.902516439	7.669523659	7.76465527	7.716037981	7.774232892	AT2G45670
267510_at	10.35769973	10.49676257	10.28348513	10.28205272	10.39853006	10.56800384	AT2G45640
267509_at	4.549159108	4.442164989	5.097708155	4.52709807	4.476894545	4.504065446	AT2G45660
267508_at	7.464256811	7.259557788	7.489920627	7.416992975	7.383779421	7.339516288	AT2G45700
267507_at	10.06432077	10.24403242	10.22975769	10.39443889	10.27873921	10.41112934	AT2G45710
267506_at	11.58976486	11.65834958	11.42196162	11.39122643	11.26484824	11.39717346	AT2G45520
267505_at	4.193278409	4.332533679	3.944076047	4.040471825	4.351452985	4.211384689	AT2G45560
267504_at	9.015850566	8.966886052	9.048936261	8.850531325	8.751227555	8.824011026	AT2G45530
267503_at	4.022235202	4.174449244	3.753380862	4.156050779	3.977199452	4.17614119	AT2G45600
267502_at	3.88577217	3.254811002	3.459858184	3.225428667	3.147633569	3.218848559	AT2G45550
267501_at	9.811447206	9.764526642	9.658160619	9.648844129	9.506838144	9.288592481	AT2G45540
267500_s_at	9.70207146	9.271623157	9.672716877	9.424468362	9.128032811	9.082873377	AT2G44890 /// AT2G45510
267499_at	8.390061576	8.295165065	8.355846738	8.26990061	8.622369301	8.597746076	AT2G45500
267498_at	8.212086002	7.965283889	8.232691202	7.890224152	7.116414407	7.241650575	AT2G45720
267497_at	3.636511177	3.843034778	3.547694068	3.634117297	3.70560123	3.736673771	AT2G30540
267496_at	8.742416458	7.89824948	8.937258346	8.401548875	9.841020861	9.162341291	AT2G30550
267495_at	2.857728534	3.047058571	3.095288364	2.927658634	2.888853241	2.957558976	---
267494_at	10.23692726	10.3716175	10.60196883	10.65111807	10.46610962	10.56591738	AT2G30410
267493_at	4.618160287	4.629426897	4.700321767	4.672072572	4.441384044	4.368219122	AT2G30400
267492_at	11.39114483	11.36109716	10.98682396	11.00272479	11.09832344	11.14424278	AT2G30620
267491_at	5.611970928	5.659500439	5.390046129	4.917877153	5.404660922	5.354641772	AT2G19140
267490_at	7.547796269	7.393314307	7.433338336	6.993142609	7.778884162	7.166945285	AT2G19130
267489_s_at	7.416678218	7.342466393	6.886072561	6.939496541	7.175072861	6.961337021	AT2G19120 /// AT4G30100
267488_at	4.960668	4.955102581	5.054079682	4.880137454	4.617002578	4.597658876	AT2G19110
267487_at	4.155932097	4.3408453	4.2003228	4.393031109	4.029514597	4.172046431	AT2G19100
267486_at	8.453303295	8.729110054	8.515714404	8.557429811	9.154569706	9.141044976	AT2G02800
267485_at	3.224313986	3.292364435	3.30562185	3.468834148	3.013574181	3.2189861	AT2G02820
267484_at	11.6097488	11.57000365	11.4062154	11.25234621	11.08675058	11.34196885	AT2G02760
267483_at	5.491364015	5.661762415	6.680678938	7.222813134	7.249479817	6.975009815	AT2G02810
267482_s_at	2.855978279	2.858134271	3.166374769	2.998051686	2.918013236	3.186080434	AT2G02770 /// AT3G11470
267481_at	3.539178433	3.595280548	3.520020163	3.62086053	3.58475465	3.563624451	AT2G02780
267480_at	3.331076838	3.521644883	3.113012736	3.217302588	3.186080434	3.296969948	AT2G02830
267479_at	3.511542681	3.61535488	3.43607934	3.612965304	3.49921282	3.43607934	AT2G02690
267478_at	3.793745762	4.086812879	3.833259979	3.720852664	4.034917188	3.55532665	AT2G02700
267477_at	7.814763125	7.254287558	7.172137893	6.992945285	8.180465978	7.939108569	AT2G02710
267476_at	3.045936428	2.941846066	3.039612907	2.948900991	3.136384152	2.99416141	AT2G02720
267475_at	5.866331851	5.583903549	5.889665056	5.61286304	6.333864844	6.183413929	AT2G02730
267474_at	5.176418652	5.295612926	5.175003688	5.50264231	5.131016119	5.227082503	AT2G02740
267473_at	4.638335306	4.768914888	4.485792653	4.592590139	4.29466581	4.520126365	AT2G02750
267472_at	4.050123549	4.400366941	3.898398603	3.960982985	4.035643242	4.203553059	AT2G02850
267471_at	7.411091822	7.371447907	7.462381455	7.642820921	7.304069723	7.311256956	AT2G30390
267470_at	11.9382427	11.95334166	11.7668157	11.6199368	12.3920657	11.78057034	AT2G30490
267469_at	8.860470892	9.031962949	8.76890884	8.882173378	8.557491217	8.471330594	AT2G30590
267468_at	8.386922394	8.267300323	8.47102528	8.446106863	8.718200995	8.500802461	AT2G30530
267467_at	6.447554711	6.435574854	6.449079312	6.468765927	6.62415194	6.498093009	AT2G30580
267466_at	3.244150088	3.682498761	3.279410737	3.596300976	3.398677855	3.45616572	AT2G19010
267465_at	5.334748949	5.276148449	5.343529832	5.53725241	5.316189087	5.312714335	AT2G19170
267464_at	4.679003153	5.076775759	4.809993211	4.638859882	4.637277237	4.650656578	AT2G19150
267463_at	8.912296329	8.871391656	8.878224986	9.076898222	8.939718068	8.972664243	AT2G33845
267462_at	5.608629009	5.606587074	5.902911605	6.107344371	5.371785272	5.571072629	AT2G33735
267461_at	9.407325573	8.550228382	9.170206957	8.231932724	8.206251775	8.19677796	AT2G33830
267460_at	3.14134611	3.22088	2.919060022	3.081167778	2.899196737	3.199010616	AT2G33810
267459_at	2.807715413	3.055691731	2.995323851	2.976571916	2.885073778	2.906197032	AT2G33850
267458_at	3.892524737	4.001874538	3.636439083	3.779030368	3.730950189	3.720029985	AT2G33670
267457_at	4.545258053	4.766468736	4.483592206	4.444632413	4.644053829	4.811901811	AT2G33790
267456_at	6.718507745	6.682285008	7.021264271	6.553413372	6.279659041	6.250392306	---
267455_at	5.506862211	5.858209037	5.442259805	5.609328852	5.60852174	5.63346566	AT2G33760
267454_at	9.453831357	9.429010599	9.368066902	9.286594302	9.635035857	9.51187258	AT2G33730
267453_at	4.422353654	4.615324159	4.542256479	4.480204562	4.195236611	4.50699072	AT2G33880
267452_at	8.462257692	8.599526784	8.096940187	7.990485551	7.563304887	7.77461208	AT2G33860
267451_at	5.261787683	5.273415707	4.945994923	4.911268416	5.668765005	5.408089417	AT2G33710
267450_at	4.275203983	4.296033159	3.936732608	4.167405902	4.110117911	4.175519331	AT2G33720
267449_at	2.692710255	2.789892664	2.743289951	2.597503949	2.579754947	2.654564795	AT2G33690
267448_at	6.853528538	6.65690874	6.588703374	6.331081207	6.725139742	6.562405625	AT2G33700
267447_at	3.559667357	3.479250825	3.604332819	3.50947548	3.655659388	3.841429983	AT2G33870
267446_s_at	7.994797457	8.108755722	7.935459912	8.120888709	8.225334911	8.269521157	AT1G28350 /// AT2G33840
267445_at	4.955833013	5.179871373	5.084749959	5.129241732	5.042296635	4.985939267	AT2G33680
267444_at	7.336950948	7.421073065	7.053094666	7.233423839	7.366448605	7.50690867	AT2G19180
267443_at	3.776440127	3.993375957	3.803166141	3.888328662	3.922086632	3.926970003	AT2G19000
267442_at	8.061066429	8.085936734	7.994900428	8.150484531	8.071136788	8.264037683	AT2G19080
267441_at	3.5879367	3.952333826	3.476694081	3.562377166	3.582820623	3.644002571	AT2G19210
267440_at	3.384112038	3.384112038	3.384112038	3.321373649	3.334898376	3.28892031	AT2G19070
267439_at	4.446379573	4.46707619	4.37526555	4.611695778	4.373197245	4.442399482	AT2G19060
267438_at	3.651235956	3.892237728	3.708709747	3.48166439	3.600272405	3.717611328	AT2G19050
267437_at	3.247880128	3.70822991	3.404634612	3.342562393	3.655883915	3.647848122	AT2G19200
267436_at	4.311465655	4.513572598	4.464495258	4.14980164	7.386970925	6.150223403	AT2G19190
267435_at	8.414361536	8.376416114	8.164491437	8.185340558	8.086053368	8.300002137	AT2G33800
267434_at	6.111891916	6.186869913	5.909820614	6.18834441	5.779613354	6.109014559	AT2G26260
267433_at	6.593556287	6.188048147	6.33985174	6.435331266	6.339481749	6.249004876	AT2G26350
267432_at	8.695494243	8.604512822	8.715572852	8.68000294	8.653125898	8.623951576	AT2G35020
267431_at	3.611227823	3.547320719	3.437631429	3.583840821	3.489450215	3.644092038	AT2G34870
